image_id,filename,title,google,ra,batch,errors,identifiable_yes,identifiable_no,identifiable_with_info_sidebar,identifiable_with_detective_work,identifiable_different_language,diversity_none,diversity_bipoc,diversity_noncisman,diversity_lgbq,diversity_non_christian,diversity_disability,diversity_other,diversity_ambiguous,TagID
user2158_1376_book_1_6.jpg3803,user2158_1376_book_1_6.jpg,Suki's Kimono,https://www.google.com/books/edition/Suki_s_Kimono/eTKUWZ4p-cMC?hl=en&gbpv=0,Nicole Stern,Batch 21,,1,0,0,0,0,0,1,1,0,0,0,0,0,user2158_1376_book_1_6
user2165_1998_book_2_6.jpg16041,user2165_1998_book_2_6.jpg,A Computer Called Katherine: How Katherine Johnson Helped Put America on the Moon,https://www.google.com/books/edition/A_Computer_Called_Katherine/ZS5jDwAAQBAJ?hl=en&gbpv=0,Nicole Stern,Batch 21,,1,0,0,0,0,0,1,1,0,0,0,0,0,user2165_1998_book_2_6
user2180_23_book_13_13.jpg3568,user2180_23_book_13_13.jpg,A World of Cookies for Santa: Follow Santa's Tasty Trip Around the World,https://www.google.com/books/edition/A_World_of_Cookies_for_Santa/pWM6DwAAQBAJ?hl=en&gbpv=0,Nicole Stern,Batch 21,,0,0,1,0,0,0,1,1,0,0,0,0,0,user2180_23_book_13_13
user2266_1397_book_1_1.jpg6102,user2266_1397_book_1_1.jpg,The Jungle Book,https://www.google.com/books/edition/The_Jungle_Book/HvJaAAAAMAAJ?hl=en&gbpv=0,Nicole Stern,Batch 21,,1,0,0,0,0,1,0,0,0,0,0,0,0,user2266_1397_book_1_1
user2301_3283_book_1_13.jpg4034,user2301_3283_book_1_13.jpg,No One Is Too Small to Make a Difference,https://www.google.com/books/edition/No_One_Is_Too_Small_to_Make_a_Difference/FJGMEAAAQBAJ?hl=en,Nicole Stern,Batch 21,,0,0,0,1,0,1,0,0,0,0,0,0,0,user2301_3283_book_1_13
user2317_3912_book_12_14.jpg4287,user2317_3912_book_12_14.jpg,"Caps for Sale:A Tale of a Peddler, Some Monkeys, and Their Monkey Business",https://www.google.com/books/edition/Caps_for_Sale/oBh3R5UWHWkC?hl=en&gbpv=0,Nicole Stern,Batch 21,,1,0,0,0,0,1,0,0,0,0,0,0,0,user2317_3912_book_12_14
user2317_4542_book_3_5.jpg3648,user2317_4542_book_3_5.jpg,"Polar Bear, Polar Bear, What Do You Hear?",https://www.google.com/books/edition/Polar_Bear_Polar_Bear_What_Do_You_Hear/FNnMSZ6N7pAC?hl=en&gbpv=0,Nicole Stern,Batch 21,,0,0,0,1,0,1,0,0,0,0,0,0,0,user2317_4542_book_3_5
user2317_4542_book_11_13.jpg5989,user2317_4542_book_11_13.jpg,The Grouchy Ladybug,https://www.google.com/books/edition/The_Grouchy_Ladybug/0dXL2Cysc-QC?hl=en&gbpv=0,Nicole Stern,Batch 21,,1,0,0,0,0,1,0,0,0,0,0,0,0,user2317_4542_book_11_13
user2322_3913_book_1_2.jpg5721,user2322_3913_book_1_2.jpg,Pete the Cat: I Love My White Shoes,https://www.google.com/books/edition/Pete_the_Cat_I_Love_My_White_Shoes/7XD1i8bTHp0C?hl=en&gbpv=0,Nicole Stern,Batch 21,,1,0,0,0,0,1,0,0,0,0,0,0,0,user2322_3913_book_1_2
user2329_1420_book_3_11.jpg2183,user2329_1420_book_3_11.jpg,101 Bug Jokes,https://www.google.com/books/edition/101_Bug_Jokes/2EO9o4rbV18C?hl=en,Nicole Stern,Batch 21,,0,0,0,1,0,1,0,0,0,0,0,0,0,user2329_1420_book_3_11
user2330_3914_book_1_4.jpg1699,user2330_3914_book_1_4.jpg,I Am Human: A Book of Empathy,https://www.google.com/books/edition/I_Am_Human/4BtRDwAAQBAJ?hl=en&gbpv=0,Nicole Stern,Batch 21,,0,0,0,1,0,0,1,0,0,0,0,0,0,user2330_3914_book_1_4
user2388_1439_book_2_5.jpg3846,user2388_1439_book_2_5.jpg,The Book Thief,https://www.google.com/books/edition/The_Book_Thief/mXuOngEACAAJ?hl=en,Nicole Stern,Batch 21,,1,0,0,0,0,1,0,0,0,0,0,0,0,user2388_1439_book_2_5
user2421_3307_book_6_6.jpg6093,user2421_3307_book_6_6.jpg,If I Ran for President,https://www.google.com/books/edition/If_I_Ran_for_President/UL-KzgEACAAJ?hl=en,Nicole Stern,Batch 21,,1,0,0,0,0,0,1,0,0,0,0,0,0,user2421_3307_book_6_6
user2421_3307_book_11_11.jpg5246,user2421_3307_book_11_11.jpg,"Thank You, Mr. Falker",https://www.google.com/books/edition/Thank_You_Mr_Falker/EcE-EAAAQBAJ?hl=en&gbpv=0,Nicole Stern,Batch 21,,1,0,0,0,0,0,0,1,0,0,0,0,0,user2421_3307_book_11_11
user2446_71_book_1_14.jpg6705,user2446_71_book_1_14.jpg,Kevin's Kwanzaa,https://www.google.com/books/edition/Kevin_s_Kwanzaa/lDiitgAACAAJ?hl=en,Nicole Stern,Batch 21,,0,0,1,0,0,0,1,1,0,1,0,0,0,user2446_71_book_1_14
user2446_73_book_5_6.jpg4088,user2446_73_book_5_6.jpg,A Charlie Brown Christmas,https://www.google.com/books/edition/A_Charlie_Brown_Christmas/IdCNCgAAQBAJ?hl=en&gbpv=0,Nicole Stern,Batch 21,,0,0,0,1,0,1,0,0,0,0,0,0,0,user2446_73_book_5_6
user2597_4579_book_3_6.jpg5431,user2597_4579_book_3_6.jpg,A good Neighborhood,https://www.google.com/books/edition/A_Good_Neighborhood/OyGaDwAAQBAJ?hl=en&gbpv=0,Nicole Stern,Batch 21,,1,0,0,0,0,1,0,0,0,0,0,0,0,user2597_4579_book_3_6
user2723_3991_book_6_7.jpg6273,user2723_3991_book_6_7.jpg,Big Red Lollipop,https://www.google.com/books/edition/Big_Red_Lollipop/YxDaUDCfg3QC?hl=en&gbpv=0,Nicole Stern,Batch 21,,1,0,0,0,0,0,1,1,0,0,0,0,0,user2723_3991_book_6_7
user2834_3415_book_2_9.jpg7732,user2834_3415_book_2_9.jpg,,,Nicole Stern,Batch 21,,0,0,0,0,1,0,0,0,0,0,0,0,0,user2834_3415_book_2_9
user2962_955_book_5_4.jpg6129,user2962_955_book_5_4.jpg,The Kissing Hand,https://www.google.com/books/edition/The_Kissing_Hand/pWPjgOJKv3AC?hl=en&gbpv=0,Nicole Stern,Batch 21,,1,0,0,0,0,1,0,0,0,0,0,0,0,user2962_955_book_5_4
user2962_955_book_16_15.jpg3540,user2962_955_book_16_15.jpg,Ferocious Fluffity: A Mighty Bite-y Class Pet,https://www.google.com/books/edition/Ferocious_Fluffity/7cpnjwEACAAJ?hl=en,Nicole Stern,Batch 21,,1,0,0,0,0,1,0,0,0,0,0,0,0,user2962_955_book_16_15
user2971_162_book_5_4.jpg10408,user2971_162_book_5_4.jpg,,,Nicole Stern,Batch 21,,0,0,0,0,1,0,0,0,0,0,0,0,0,user2971_162_book_5_4
user10_4547_book_2_2.jpg4222,user10_4547_book_2_2.jpg,Warcross,https://www.google.com/books/edition/Warcross/hPOiDwAAQBAJ?hl=en&gbpv=0,Nicole Stern,Batch 22,,1,0,0,0,0,1,0,0,0,0,0,0,0,user10_4547_book_2_2
user11_106_book_13_19.jpg7248,user11_106_book_13_19.jpg,Keeping You Safe: A Book About Police Officers,https://www.google.com/books/edition/Keeping_You_Safe/5eU5CSTfp0EC?hl=en&gbpv=0,Nicole Stern,Batch 22,,1,0,0,0,0,0,1,1,0,0,0,0,0,user11_106_book_13_19
user42_4681_book_1_4.jpg1802,user42_4681_book_1_4.jpg,The Van Gogh Deception,https://www.google.com/books/edition/The_Van_Gogh_Deception/uMxADQEACAAJ?hl=en,Nicole Stern,Batch 22,,1,0,0,0,0,0,0,1,0,0,0,0,0,user42_4681_book_1_4
user50_251_book_20_19.jpg3291,user50_251_book_20_19.jpg,We'll Fly Away,https://www.google.com/books/edition/We_ll_Fly_Away/lcUvDwAAQBAJ?hl=en&gbpv=0,Nicole Stern,Batch 22,,1,0,0,0,0,1,0,0,0,0,0,0,0,user50_251_book_20_19
user106_408_book_2_10.jpg2486,user106_408_book_2_10.jpg,"A Place to Land:
Martin Luther King Jr. and the Speech That Inspired a Nation",https://www.google.com/books/edition/A_Place_to_Land/aH7RDwAAQBAJ?hl=en&gbpv=0,Nicole Stern,Batch 22,,0,0,0,1,0,0,1,0,0,0,0,0,0,user106_408_book_2_10
user158_3634_book_8_11.jpg2727,user158_3634_book_8_11.jpg,Splat the Cat: What Was That?,https://www.google.com/books/edition/Splat_the_Cat_What_Was_That/TTzpngEACAAJ?hl=en,Nicole Stern,Batch 22,,0,0,1,0,0,1,0,0,0,0,0,0,0,user158_3634_book_8_11
user195_4304_book_3_6.jpg5237,user195_4304_book_3_6.jpg,Mindquakes: Stories to Shatter Your Brain,https://www.google.com/books/edition/Mindquakes/24f9wAEACAAJ?hl=en,Nicole Stern,Batch 22,,0,0,0,1,0,1,0,0,0,0,0,0,0,user195_4304_book_3_6
user195_4304_book_5_8.jpg4573,user195_4304_book_5_8.jpg,The Day the Crayons Quit,https://www.google.com/books/edition/The_Day_the_Crayons_Quit/EC3eDAAAQBAJ?hl=en&gbpv=0,Nicole Stern,Batch 22,,0,0,0,1,0,1,0,0,0,0,0,0,0,user195_4304_book_5_8
user229_4857_book_2_2.jpg7994,user229_4857_book_2_2.jpg,The Lighthouse Keeper's Cat,https://www.google.com/books/edition/The_Lighthouse_Keeper_s_Cat/xtFBnwEACAAJ?hl=en,Nicole Stern,Batch 22,,1,0,0,0,0,1,0,0,0,0,0,0,0,user229_4857_book_2_2
user275_967_book_1_3.jpg3793,user275_967_book_1_3.jpg,The Outsiders,https://www.google.com/books/edition/The_Outsiders/QBvcCwAAQBAJ?hl=en&gbpv=0,Nicole Stern,Batch 22,,1,0,0,0,0,1,0,0,0,0,0,0,0,user275_967_book_1_3
user276_2807_book_3_4.jpg8101,user276_2807_book_3_4.jpg,"A Fresh Look at Phonics, Grades K-2: Common Causes of Failure and 7 Ingredients to Success",https://www.google.com/books/edition/A_Fresh_Look_at_Phonics_Grades_K_2/sJbWjwEACAAJ?hl=en,Nicole Stern,Batch 22,,1,0,0,0,0,1,0,0,0,0,0,0,0,user276_2807_book_3_4
user276_2807_book_5_6.jpg9150,user276_2807_book_5_6.jpg,"Coaching Redefined:
A Guide to Leading Meaningful Instructional Growth",https://www.google.com/books/edition/Coaching_Redefined/3QhxwgEACAAJ?hl=en,Nicole Stern,Batch 22,,1,0,0,0,0,1,0,0,0,0,0,0,0,user276_2807_book_5_6
user281_3454_book_3_11.jpg4369,user281_3454_book_3_11.jpg,All Are Welcome,https://www.google.com/books/edition/All_Are_Welcome/YMdfDwAAQBAJ?hl=en&gbpv=0,Nicole Stern,Batch 22,,1,0,0,0,0,0,1,1,0,1,0,0,0,user281_3454_book_3_11
user282_4027_book_5_4.jpg18443,user282_4027_book_5_4.jpg,Ghost Boys,https://www.google.com/books/edition/Ghost_Boys/D0IgugEACAAJ?hl=en,Nicole Stern,Batch 22,,1,0,0,0,0,0,1,0,0,0,0,0,0,user282_4027_book_5_4
user297_4683_book_3_2.jpg5957,user297_4683_book_3_2.jpg,Masterminds,https://www.google.com/books/edition/Masterminds/8fM2BAAAQBAJ?hl=en&gbpv=0,Nicole Stern,Batch 22,,1,0,0,0,0,0,1,1,0,0,0,0,0,user297_4683_book_3_2
user384_3571_book_1_6.jpg4087,user384_3571_book_1_6.jpg,Harry Potter and the Half-Blood Prince,https://www.google.com/books/edition/Harry_Potter_and_the_Half_Blood_Prince/L2EQuwEACAAJ?hl=en,Nicole Stern,Batch 22,,0,0,1,0,0,1,0,0,0,0,0,0,0,user384_3571_book_1_6
user463_498_book_3_3.jpg4742,user463_498_book_3_3.jpg,"Night Monkey, Day Monkey",https://www.google.com/books/edition/Night_Monkey_Day_Monkey/sAIozgEACAAJ?hl=en,Nicole Stern,Batch 22,,0,0,0,1,0,1,0,0,0,0,0,0,0,user463_498_book_3_3
user545_4294_book_1_3.jpg3851,user545_4294_book_1_3.jpg,The Fighting Ground,https://www.google.com/books/edition/The_Fighting_Ground/-jjOCgAAQBAJ?hl=en&gbpv=0,Nicole Stern,Batch 22,,0,0,1,0,0,1,0,0,0,0,0,0,0,user545_4294_book_1_3
user720_2805_book_4_6.jpg4018,user720_2805_book_4_6.jpg,Bluefish,https://www.google.com/books/edition/Bluefish/7ddIAgAAQBAJ?hl=en&gbpv=0,Nicole Stern,Batch 22,,1,0,0,0,0,1,0,0,0,0,0,0,0,user720_2805_book_4_6
user781_2214_book_1_3.jpg4279,user781_2214_book_1_3.jpg,The Wild Robot,https://www.google.com/books/edition/The_Wild_Robot/Jw9MCgAAQBAJ?hl=en&gbpv=0,Nicole Stern,Batch 22,,1,0,0,0,0,1,0,0,0,0,0,0,0,user781_2214_book_1_3
user789_4056_book_2_5.jpg6801,user789_4056_book_2_5.jpg,"Alexander, Who Used to Be Rich Last Sunday",https://www.google.com/books/edition/Alexander_Who_Used_to_Be_Rich_Last_Sunda/rSyh8WWXvIQC?hl=en&gbpv=0,Nicole Stern,Batch 22,,1,0,0,0,0,1,0,0,0,0,0,0,0,user789_4056_book_2_5
user813_4067_book_2_5.jpg5048,user813_4067_book_2_5.jpg,What is Coding?,https://www.google.com/books/edition/What_Is_Coding/p9ZoDwAAQBAJ?hl=en&gbpv=0,Nicole Stern,Batch 22,,1,0,0,0,0,1,0,0,0,0,0,0,0,user813_4067_book_2_5
user920_1641_book_6_7.jpg3695,user920_1641_book_6_7.jpg,"Stamped: Racism, Antiracism, and You",https://www.google.com/books/edition/Stamped_Racism_Antiracism_and_You/y0TfyAEACAAJ?hl=en,Nicole Stern,Batch 22,,1,0,0,0,0,0,1,0,0,0,0,0,0,user920_1641_book_6_7
user945_2269_book_16_21.jpg6310,user945_2269_book_16_21.jpg,A Wrinkle in Time,https://www.google.com/books/edition/A_Wrinkle_in_Time/r119-dYq0mwC?hl=en&gbpv=0,Nicole Stern,Batch 22,,1,0,0,0,0,1,0,0,0,0,0,0,0,user945_2269_book_16_21
user996_2882_book_5_5.jpg4458,user996_2882_book_5_5.jpg,Jennie Jenkins,https://www.google.com/books/edition/Jennie_Jenkins/-_f-rQEACAAJ?hl=en,Nicole Stern,Batch 22,,0,0,1,0,0,0,0,0,0,0,0,0,1,user996_2882_book_5_5
user996_2882_book_17_17.jpg4780,user996_2882_book_17_17.jpg,Because,https://www.google.com/books/edition/Because/JIvYswEACAAJ?hl=en,Nicole Stern,Batch 22,,1,0,0,0,0,0,1,1,0,0,0,0,0,user996_2882_book_17_17
user996_2882_book_39_39.jpg3357,user996_2882_book_39_39.jpg,The Crabfish,https://www.google.com/books/edition/The_Crabfish/mIgmCkK5noQC?hl=en&gbpv=0,Nicole Stern,Batch 22,,1,0,0,0,0,1,0,0,0,0,0,0,0,user996_2882_book_39_39
user1083_1089_book_8_8.jpg6610,user1083_1089_book_8_8.jpg,A Line Can Be...,https://www.google.com/books/edition/A_Line_Can_Be/zCbeoQEACAAJ?hl=en,Nicole Stern,Batch 22,,1,0,0,0,0,1,0,0,0,0,0,0,0,user1083_1089_book_8_8
user1083_1091_book_13_13.jpg5945,user1083_1091_book_13_13.jpg,Louise Loves Art,https://www.google.com/books/edition/Louise_Loves_Art/0SdDngEACAAJ?hl=en,Nicole Stern,Batch 22,,1,0,0,0,0,0,0,1,0,0,0,0,0,user1083_1091_book_13_13
user1083_1091_book_18_18.jpg5881,user1083_1091_book_18_18.jpg,My Dog Thinks I'm a Genius,https://www.google.com/books/edition/My_Dog_Thinks_I_m_a_Genius/49_3tgAACAAJ?hl=en,Nicole Stern,Batch 22,,0,0,0,1,0,1,0,0,0,0,0,0,0,user1083_1091_book_18_18
user1090_4743_book_8_11.jpg7145,user1090_4743_book_8_11.jpg,,,Nicole Stern,Batch 22,,0,0,0,0,1,0,0,0,0,0,0,0,0,user1090_4743_book_8_11
user1150_1710_book_2_16.jpg2826,user1150_1710_book_2_16.jpg,Fantastic Beasts: the Crimes of Grindelwald - the Original Screenplay,https://www.google.com/books/edition/Fantastic_Beasts_the_Crimes_of_Grindelwa/C3WUwwEACAAJ?hl=en,Nicole Stern,Batch 22,,0,0,1,0,0,1,0,0,0,0,0,0,0,user1150_1710_book_2_16
user1150_1710_book_9_45.jpg2532,user1150_1710_book_9_45.jpg,Quidditch Through the Ages,https://www.google.com/books/edition/Quidditch_Through_the_Ages/R6s5vgAACAAJ?hl=en,Nicole Stern,Batch 22,,0,0,1,0,0,1,0,0,0,0,0,0,0,user1150_1710_book_9_45
user1171_2931_book_6_15.jpg3849,user1171_2931_book_6_15.jpg,D'Aulaires' Book of Greek Myths,https://www.google.com/books/edition/D_Aulaires_Book_of_Greek_Myths/iK2NEAAAQBAJ?hl=en,Nicole Stern,Batch 22,,1,0,0,0,0,0,0,0,0,1,0,0,0,user1171_2931_book_6_15
user1197_4758_book_9_38.jpg5185,user1197_4758_book_9_38.jpg,If You Give a Mouse an IPhone:A Cautionary Tail,https://www.google.com/books/edition/If_You_Give_a_Mouse_an_iPhone/J0cCDAAAQBAJ?hl=en&gbpv=0,Nicole Stern,Batch 22,,0,0,1,0,0,1,0,0,0,0,0,0,0,user1197_4758_book_9_38
user1255_1133_book_6_14.jpg7771,user1255_1133_book_6_14.jpg,"College Essay Essentials
A Step-by-Step Guide to Writing a Successful College Admissions Essay",https://www.google.com/books/edition/College_Essay_Essentials/L255DAAAQBAJ?hl=en&gbpv=0,Nicole Stern,Batch 22,,1,0,0,0,0,1,0,0,0,0,0,0,0,user1255_1133_book_6_14
user1272_2354_book_2_5.jpg4467,user1272_2354_book_2_5.jpg,"HMH Algebra 1
Teacher's Edition with Solutions 2015",https://www.google.com/books/edition/HMH_Algebra_1/JLRprgEACAAJ?hl=en,Nicole Stern,Batch 22,,0,0,1,0,0,1,0,0,0,0,0,0,0,user1272_2354_book_2_5
user1315_1157_book_26_31.jpg4639,user1315_1157_book_26_31.jpg,Seeing Symmetry,https://www.google.com/books/edition/Seeing_Symmetry/lC-PEAAAQBAJ?hl=en,Nicole Stern,Batch 22,,1,0,0,0,0,1,0,0,0,0,0,0,0,user1315_1157_book_26_31
user1317_4257_book_6_5.jpg6040,user1317_4257_book_6_5.jpg,"Thank You, Mr.Falker",https://www.google.com/books/edition/Thank_You_Mr_Falker/EcE-EAAAQBAJ?hl=en&gbpv=0,Nicole Stern,Batch 22,,1,0,0,0,0,0,0,1,0,0,0,0,0,user1317_4257_book_6_5
user1334_3638_book_3_10.jpg5036,user1334_3638_book_3_10.jpg,The Very Hungry Caterpillar,https://www.google.com/books/edition/The_Very_Hungry_Caterpillar/zW-NEAAAQBAJ?hl=en,Nicole Stern,Batch 22,,1,0,0,0,0,1,0,0,0,0,0,0,0,user1334_3638_book_3_10
user1345_2392_book_7_14.jpg4079,user1345_2392_book_7_14.jpg,You're Finally Here,https://www.google.com/books/edition/You_re_Finally_Here/YwfF9JI6D4cC?hl=en&gbpv=0,Nicole Stern,Batch 22,,1,0,0,0,0,1,0,0,0,0,0,0,0,user1345_2392_book_7_14
user1407_4835_book_5_8.jpg3438,user1407_4835_book_5_8.jpg,Rubyfruit Jungle,https://www.google.com/books/edition/Rubyfruit_Jungle/lTr3BgAAQBAJ?hl=en,Nicole Stern,Batch 22,,0,0,1,0,0,1,0,0,0,0,0,0,0,user1407_4835_book_5_8
user1591_4853_book_3_3.jpg3220,user1591_4853_book_3_3.jpg,The Cat in the Hat,https://www.google.com/books/edition/The_Cat_in_the_Hat/ia7xAwAAQBAJ?hl=en&gbpv=0,Nicole Stern,Batch 22,,1,0,0,0,0,1,0,0,0,0,0,0,0,user1591_4853_book_3_3
user1632_3750_book_4_4.jpg10883,user1632_3750_book_4_4.jpg,I'm Thankful Each Day!,https://www.google.com/books/edition/I_m_Thankful_Each_Day/sz8CvgAACAAJ?hl=en,Nicole Stern,Batch 22,,1,0,0,0,0,1,0,0,0,0,0,0,0,user1632_3750_book_4_4
user1713_4410_book_4_6.jpg5751,user1713_4410_book_4_6.jpg,Carrot Cake Catastrophe,https://www.google.com/books/edition/Carrot_Cake_Catastrophe/klKqoAEACAAJ?hl=en,Nicole Stern,Batch 22,,0,0,1,0,0,0,0,0,0,0,0,0,1,user1713_4410_book_4_6
user1858_1925_book_5_6.jpg3913,user1858_1925_book_5_6.jpg,Wilfrid Gordon McDonald Partridge,https://www.google.com/books/edition/Wilfrid_Gordon_McDonald_Partridge/VSNTvgAACAAJ?hl=en,Nicole Stern,Batch 22,,0,0,1,0,0,0,0,1,0,0,0,0,0,user1858_1925_book_5_6
user1876_1317_book_1_4.jpg5591,user1876_1317_book_1_4.jpg,I'm Not Your Perfect Mexican Daughter,https://www.google.com/books/edition/I_Am_Not_Your_Perfect_Mexican_Daughter/3tCIDwAAQBAJ?hl=en&gbpv=0,Nicole Stern,Batch 22,,1,0,0,0,0,0,1,1,0,0,0,0,0,user1876_1317_book_1_4
user1884_1321_book_1_0.jpg13405,user1884_1321_book_1_0.jpg,Strega Nona,https://www.google.com/books/edition/Strega_Nona/G-2tCQAAQBAJ?hl=en&gbpv=0,Nicole Stern,Batch 22,,1,0,0,0,0,0,0,1,0,0,0,0,0,user1884_1321_book_1_0
user1899_4458_book_3_7.jpg4196,user1899_4458_book_3_7.jpg,Collins Spanish School Dictionary,https://www.google.com/books/edition/Collins_Spanish_School_Dictionary/xA5eAAAACAAJ?hl=en,Nicole Stern,Batch 22,,1,0,0,0,0,1,0,0,0,0,0,0,0,user1899_4458_book_3_7
user1899_4458_book_6_10.jpg3265,user1899_4458_book_6_10.jpg,"Independent Thinking on MFL
How to Make Modern Foreign Language Teaching Exciting, Inclusive and Relevant",https://www.google.com/books/edition/Independent_Thinking_on_MFL/Ha3oxQEACAAJ?hl=en,Nicole Stern,Batch 22,,0,0,0,1,0,1,0,0,0,0,0,0,0,user1899_4458_book_6_10
user1915_4460_book_5_8.jpg5254,user1915_4460_book_5_8.jpg,Suki's Kimono,https://www.google.com/books/edition/Suki_s_Kimono/eTKUWZ4p-cMC?hl=en&gbpv=0,Nicole Stern,Batch 22,,1,0,0,0,0,0,1,0,0,0,0,0,0,user1915_4460_book_5_8
user1996_2567_book_1_1.jpg11470,user1996_2567_book_1_1.jpg,All Are Welcome,https://www.google.com/books/edition/All_Are_Welcome/YMdfDwAAQBAJ?hl=en&gbpv=0,Nicole Stern,Batch 22,,1,0,0,0,0,0,1,1,0,1,0,0,0,user1996_2567_book_1_1
user2128_1979_book_8_21.jpg15113,user2128_1979_book_8_21.jpg,"Me and White Supremacy
Combat Racism, Change the World, and Become a Good Ancestor",https://www.google.com/books/edition/Me_and_White_Supremacy/SNmwDwAAQBAJ?hl=en&gbpv=0,Nicole Stern,Batch 22,,1,0,0,0,0,0,1,0,0,0,0,0,0,user2128_1979_book_8_21
user2156_1997_book_12_13.jpg13542,user2156_1997_book_12_13.jpg,Frida,https://www.google.com/books/edition/Frida/iQNMAhIA_IUC?hl=en&gbpv=0,Nicole Stern,Batch 22,,1,0,0,0,0,0,1,1,0,0,0,0,0,user2156_1997_book_12_13
user2268_757_book_3_6.jpg2367,user2268_757_book_3_6.jpg,Ban This Book,https://www.google.com/books/edition/Ban_This_Book/ncP3DQAAQBAJ?hl=en&gbpv=0&bsq=Ban%20the,Nicole Stern,Batch 22,,0,0,0,1,0,0,1,1,0,0,0,0,0,user2268_757_book_3_6
user2276_2006_book_9_8.jpg6412,user2276_2006_book_9_8.jpg,All Are Welcome,https://www.google.com/books/edition/All_Are_Welcome/YMdfDwAAQBAJ?hl=en&gbpv=0,Nicole Stern,Batch 22,,1,0,0,0,0,0,1,1,0,1,0,0,0,user2276_2006_book_9_8
user2281_2010_book_1_11.jpg6562,user2281_2010_book_1_11.jpg,I Just Want to Do It My Way!,https://www.google.com/books/edition/I_Just_Want_to_Do_It_My_Way/5H5IDwAAQBAJ?hl=en&gbpv=0,Nicole Stern,Batch 22,,1,0,0,0,0,1,0,0,0,0,0,0,0,user2281_2010_book_1_11
user2317_3287_book_9_14.jpg5760,user2317_3287_book_9_14.jpg,"No, David!",https://www.google.com/books/edition/No_David/YOHACwAAQBAJ?hl=en&gbpv=0,Nicole Stern,Batch 22,,1,0,0,0,0,1,0,0,0,0,0,0,0,user2317_3287_book_9_14
user2317_3912_book_8_10.jpg5061,user2317_3912_book_8_10.jpg,"No, David!",https://www.google.com/books/edition/No_David/YOHACwAAQBAJ?hl=en&gbpv=0,Nicole Stern,Batch 22,,1,0,0,0,0,1,0,0,0,0,0,0,0,user2317_3912_book_8_10
user2317_4542_book_2_4.jpg4995,user2317_4542_book_2_4.jpg,The Very Hungry Caterpillar,https://www.google.com/books/edition/The_Very_Hungry_Caterpillar/zW-NEAAAQBAJ?hl=en,Nicole Stern,Batch 22,,1,0,0,0,0,1,0,0,0,0,0,0,0,user2317_4542_book_2_4
user2421_3307_book_3_3.jpg5557,user2421_3307_book_3_3.jpg,How I Learned Geography,https://www.google.com/books/edition/How_I_Learned_Geography/lmglAQAAIAAJ?hl=en&gbpv=0,Nicole Stern,Batch 22,,1,0,0,0,0,1,0,0,0,0,0,0,0,user2421_3307_book_3_3
user2421_3307_book_15_15.jpg3891,user2421_3307_book_15_15.jpg,Brave irene,https://www.google.com/books/edition/Brave_Irene/zNu6uQAACAAJ?hl=en,Nicole Stern,Batch 22,,0,0,1,0,0,0,0,1,0,0,0,0,0,user2421_3307_book_15_15
user2470_2073_book_4_13.jpg3137,user2470_2073_book_4_13.jpg,Pete the Cat: Out of This World,https://www.google.com/books/edition/Pete_the_Cat_Out_of_This_World/H48iDQAAQBAJ?hl=en&gbpv=0,Nicole Stern,Batch 22,,0,0,1,0,0,1,0,0,0,0,0,0,0,user2470_2073_book_4_13
user2495_86_book_3_8.jpg7770,user2495_86_book_3_8.jpg,Nighttime Ninja,https://www.google.com/books/edition/Nighttime_Ninja/Bo4NAjbaA6cC?hl=en&gbpv=0,Nicole Stern,Batch 22,,1,0,0,0,0,0,1,0,0,0,0,0,0,user2495_86_book_3_8
user2553_837_book_1_4.jpg5875,user2553_837_book_1_4.jpg,The Good Egg,https://www.google.com/books/edition/The_Good_Egg/32P8zAEACAAJ?hl=en,Nicole Stern,Batch 22,,1,0,0,0,0,1,0,0,0,0,0,0,0,user2553_837_book_1_4
user2780_3397_book_5_13.jpg4735,user2780_3397_book_5_13.jpg,The Pigeon Finds a Hot Dog!,https://www.google.com/books/edition/The_Pigeon_Finds_a_Hot_Dog/IJAPnwEACAAJ?hl=en,Nicole Stern,Batch 22,,1,0,0,0,0,1,0,0,0,0,0,0,0,user2780_3397_book_5_13
user2792_2766_book_5_5.jpg5899,user2792_2766_book_5_5.jpg,The Black Flamingo,https://www.google.com/books/edition/The_Black_Flamingo/dzTLDwAAQBAJ?hl=en&gbpv=0,Nicole Stern,Batch 22,,1,0,0,0,0,0,1,0,0,0,0,0,0,user2792_2766_book_5_5
user2795_3406_book_3_4.jpg4766,user2795_3406_book_3_4.jpg,The Skin You Live In,https://www.google.com/books/edition/The_Skin_You_Live_in/KCTYAAAAMAAJ?hl=en&gbpv=0,Nicole Stern,Batch 22,,1,0,0,0,0,0,1,1,0,0,0,0,0,user2795_3406_book_3_4
user2872_2794_book_1_0.jpg4013,user2872_2794_book_1_0.jpg,Harry Potter and the Order of the Pheonix,https://www.google.com/books/edition/Harry_Potter_and_the_Order_of_the_Phoeni/kp7nugEACAAJ?hl=en,Nicole Stern,Batch 22,,1,0,0,0,0,1,0,0,0,0,0,0,0,user2872_2794_book_1_0
user2956_153_book_5_7.jpg4910,user2956_153_book_5_7.jpg,We Don't Eat Our Classmates,https://www.google.com/books/edition/We_Don_t_Eat_Our_Classmates/I6phswEACAAJ?hl=en,Nicole Stern,Batch 22,,1,0,0,0,0,1,0,0,0,0,0,0,0,user2956_153_book_5_7
